fips,name,type,category,year,actualization,bf_per_capita,velocity,newness,index
55,Wisconsin,Total,Total,2007,0.156034757,0.104976585,1.343698677,0.063004676,0.924790355
55,Wisconsin,Total,Total,2008,0.132295931,0.086509545,1.355714871,0.054587711,0.886614718
55,Wisconsin,Total,Total,2009,0.125653261,0.078034821,1.628043822,0.046229928,0.81108583
55,Wisconsin,Total,Total,2010,0.117785982,0.076250225,1.622575443,0.045440212,0.801199182
55,Wisconsin,Total,Total,2011,0.118479246,0.075596534,1.6368637,0.045140678,0.798670085
55,Wisconsin,Total,Total,2012,0.117787998,0.07477325,1.688022929,0.043683053,0.784937263
55,Wisconsin,Total,Total,2013,0.122635959,0.076297502,1.76001829,0.04457711,0.773298976
55,Wisconsin,Total,Total,2014,0.124228655,0.077005664,1.860269048,0.045883576,0.748949019
55,Wisconsin,Total,Total,2015,0.119406173,0.077626221,1.876885356,0.046272733,0.738127031
55,Wisconsin,Total,Total,2016,0.118001268,0.077399756,1.982168945,0.045640564,0.707504568
55,Wisconsin,Total,Total,2017,0.113303845,0.080515548,,0.04610173,
55,Wisconsin,Total,Total,2018,0.107642032,0.083944536,,0.048763222,
55,Wisconsin,Total,Total,2019,0.107467205,0.080481805,,,
55,Wisconsin,Total,Total,2020,0.097540078,,,,
56,Wyoming,Total,Total,2005,,,,,
56,Wyoming,Total,Total,2006,,,,,
56,Wyoming,Total,Total,2007,,,,,
56,Wyoming,Total,Total,2008,,,,,
56,Wyoming,Total,Total,2009,,,,,
56,Wyoming,Total,Total,2010,,,,,
56,Wyoming,Total,Total,2011,,,,,
56,Wyoming,Total,Total,2012,,,,,
56,Wyoming,Total,Total,2013,,,,,
56,Wyoming,Total,Total,2014,,,,,
56,Wyoming,Total,Total,2015,,,,,
56,Wyoming,Total,Total,2016,,,,,
56,Wyoming,Total,Total,2017,0.080742141,0.24355234,,,
56,Wyoming,Total,Total,2018,0.081994713,0.279258519,,0.090972442,
56,Wyoming,Total,Total,2019,0.085942492,0.278872553,,,
56,Wyoming,Total,Total,2020,0.079699062,,,,
0,United States,Total,Total,2005,0.20653889,0.175357324,1.434513863,,0.971871248
0,United States,Total,Total,2006,0.175284929,0.154807338,1.517955334,0.097921327,0.907955924
0,United States,Total,Total,2007,0.154705383,0.136371661,1.504263111,0.083545979,0.883148678
0,United States,Total,Total,2008,0.134852544,0.11192593,1.573236627,0.075675082,0.837824018
0,United States,Total,Total,2009,0.131064782,0.103840797,1.727148689,0.064573226,0.793332957
0,United States,Total,Total,2010,0.129710616,0.104823242,1.748410881,0.063573653,0.785946687
0,United States,Total,Total,2011,0.127152444,0.105089962,1.765152091,0.065272101,0.778102318
0,United States,Total,Total,2012,0.127038232,0.104281288,1.750221762,0.06415455,0.781846349
0,United States,Total,Total,2013,0.128247008,0.105978374,1.87676567,0.065105275,0.749731711
0,United States,Total,Total,2014,0.126626863,0.106081348,1.943556735,0.065886983,0.729230872
0,United States,Total,Total,2015,0.123198772,0.108455977,1.984098211,0.066897932,0.713536175
0,United States,Total,Total,2016,0.116345549,0.107188207,2.009711977,0.066332728,0.697699522
0,United States,Total,Total,2017,0.114033537,0.111970828,,0.066514791,
0,United States,Total,Total,2018,0.110887917,0.118553969,,0.070148621,
0,United States,Total,Total,2019,0.106920606,0.114141952,,,
0,United States,Total,Total,2020,0.094112312,,,,
